분류군ID,학명,국명,분류계급,이명여부,명명자,명명년도,최초명명자,최초명명년도,설명,,
1004066,Juncus multiflorus,산꿩의밥,Species,Ready(Synonym),,,,,,,
1004067,Juniperus conferta,해변노간주,Species,Ready(Synonym),,,,,,,
1004068,Juniperus davurica,단천향나무,Species,Ready(Synonym),,,,,,,
1004069,Kadsura chinensis,오미자,Species,Ready(Synonym),,,,,,,
1004070,Kalimeris integrifolia,가는쑥부쟁이,Species,Ready(Synonym),,,,,,,
1004071,Lactuca chelidoniifolia,까치고들빼기,Species,Ready(Synonym),,,,,,,
1004072,Lactuca hallaisanensis,노랑선씀바귀|한라고들빼기,Species,Ready(Synonym),,,,,,,
1004073,Lactuca strigosa,선씀바귀,Species,Ready(Synonym),,,,,,,
1004074,Lactuca tamagawaensis,냇씀바귀,Species,Ready(Synonym),,,,,,,
1004075,Lagurus cylindricus,띠,Species,Ready(Synonym),,,,,,,
1004076,Lamium barbatum,광대수염,Species,Ready(Synonym),,,,,,,
1004077,Lamium purpureum,자주광대나물,Species,Ready(Synonym),,,,,,,
1004078,Laportea macrostachya,큰쐐기풀,Species,Ready(Synonym),,,,,,,
1004079,Lapsana communis,서양개보리뺑이,Species,Ready(Synonym),,,,,,,
1004080,Lathyrus pilosus,털연리초,Species,Ready(Synonym),,,,,,,
1004081,Laurus camphora,녹나무,Species,Ready(Synonym),,,,,,,
1004082,Laurus sericea,참식나무,Species,Ready(Synonym),,,,,,,
1004083,Laurus umbellata,다정큼나무,Species,Ready(Synonym),,,,,,,
1004084,Lemna arrhiza,분개구리밥,Species,Ready(Synonym),,,,,,,
1004085,Leonurus supinus,흰꽃광대나물,Species,Ready(Synonym),,,,,,,
1004086,Leptochloa fusca,갯드렁새,Species,Ready(Synonym),,,,,,,
1004087,Leptopyrum fumarioides,바디풀,Species,Ready(Synonym),,,,,,,
1004088,Lespedeza bicolor melanantha,검나무싸리,Variety,Ready(Synonym),,,,,,,
1004089,Lespedeza floribunda,분홍싸리,Species,Ready(Synonym),,,,,,,
1004090,Lespedeza macrocarpa,꽃싸리,Species,Ready(Synonym),,,,,,,
1004091,Lespedeza stipulacea,둥근매듭풀,Species,Ready(Synonym),,,,,,,
1004092,Lespedeza tetraloba,속리싸리,Species,Ready(Synonym),,,,,,,
1004093,Lespedeza uekii,해안싸리,Species,Ready(Synonym),,,,,,,
1004094,Ligusticum seseloides,가는잎방풍,Species,Ready(Synonym),,,,,,,
1004095,Ligustrum patulum,털개회나무,Species,Ready(Synonym),,,,,,,
1004096,Ligustrum reticulatum,개회나무,Species,Ready(Synonym),,,,,,,
1004097,Lilium cernuum candidum,솔나리,Variety,Ready(Synonym),,,,,,,
1004098,Lilium maximowiczii,중나리,Species,Ready(Synonym),,,,,,,
1004099,Limodorum striatum,자란,Species,Ready(Synonym),,,,,,,
1004100,Lindernia anagallidea,가는미국외풀,Species,Ready(Synonym),,,,,,,
1004101,Lindernia attenuata,미국외풀,Species,Ready(Synonym),,,,,,,
1004102,Lindernia dubia,미국외풀,Species,Ready(Synonym),,,,,,,
1004103,Linum virginianum,노랑개아마,Species,Ready(Synonym),,,,,,,
1004104,Lisaea heterocarpa,이란미나리,Species,Ready(Synonym),,,,,,,
1004105,Litsea aciculata,새덕이,Species,Ready(Synonym),,,,,,,
1004106,Lobelia pumila,주름잎,Species,Ready(Synonym),,,,,,,
1004107,Lolium temulentum,독보리,Species,Ready(Synonym),,,,,,,
1004108,Lonicera barbinervis,암괴불나무,Species,Ready(Synonym),,,,,,,
1004109,Lonicera leptantha,흰괴불나무,Species,Ready(Synonym),,,,,,,
1004110,Lophanthus rugosus,배초향,Species,Ready(Synonym),,,,,,,
1004111,Lophatherum sinense,털조릿대풀,Species,Ready(Synonym),,,,,"남쪽 섬 숲속에서 자라는 다년초로서 1 ?2개씩 나오며높이 60~90cm이고 근경은 목질이다. 잎은 피침형이며길이 15~20cm, 너비 3~4αη로서 짙은녹색이고 밑부분이 둥글며 갑자기 좁아져서 대로 되고 잎집과 연결된다.꽃은 8?10월에 피며 꽃차례의 가지는 총상으로 달리고소수（小穗）가 밀착하며 소수는 길이 7~8mm, 지름 3mm로서 편평하고 녹색이다. 포영（苞穎）은 난상 타원형이며둔두이고 까락이 없으며 윤채가 있고 뒷면 윗부분과 가장자리 안쪽에 털이 있다. 호영（護穎）은 넓은 피침형이며 둔두이고 여러 개가 겹쳐 있으며 까락이 있고 뒷면이 튀어나온다. 내영（內穎）은 포영과 길이가 비슷하다",,
1004112,Lychnis wilfordii,제비동자꽃,Species,Ready(Synonym),,,,,,,
1004113,Lysimachia quelpaertensis,탐라까치수염,Species,Ready(Synonym),,,,,,,
1004114,Maclura tricuspidata,꾸지나무|꾸지뽕나무,Species,Ready(Synonym),,,,,,,
1004115,Magnolia compressa,초령목,Species,Ready(Synonym),,,,,,,
1004116,Malaxis japonica,차걸이란,Species,Ready(Synonym),,,,,,,
1004117,Malouetia asiatica,마삭줄,Species,Ready(Synonym),,,,,,,
1004118,Malva mauritiana,당아욱,Species,Ready(Synonym),,,,,,,
1004119,Malva neglecta,난쟁이아욱,Species,Ready(Synonym),,,,,,,
1004120,Malva parviflora,애기아욱,Species,Ready(Synonym),,,,,,,
1004121,Malva pusilla,둥근잎아욱,Species,Ready(Synonym),,,,,,,
1004122,Matricaria coreana,한라구절초,Species,Ready(Synonym),,,,,,,
1004123,Matricaria inodora,꽃족제비쑥,Species,Ready(Synonym),,,,,,,
1004124,Matricaria matricarioides,족제비쑥,Species,Ready(Synonym),,,,,,,
1004125,Maxillaria goeringii,보춘화,Species,Ready(Synonym),,,,,,,
1004126,Melampyrum nakaianum,새며느리밥풀,Species,Ready(Synonym),,,,,,,
1004127,Melampyrum ovalifolium,알며느리밥풀,Species,Ready(Synonym),,,,,,,
1004128,Menispermum acutum,방기,Species,Ready(Synonym),,,,,,,
1004129,Menispermum japonicum,함박이,Species,Ready(Synonym),,,,,,,
1004130,Menispermum trilobum,댕댕이덩굴,Species,Ready(Synonym),,,,,,,
1004131,Mentha stellata,물꼬리풀,Species,Ready(Synonym),,,,,,,
1004132,Menyanthes indica,어리연꽃,Species,Ready(Synonym),,,,,,,
1004133,Metanarthecium foliatum,끈적쥐꼬리풀,Species,Ready(Synonym),,,,,,,
1004134,Microstegium vimineum polystachyum,큰듬성이삭새,Variety,Ready(Synonym),,,,,,,
1004135,Milium globosum,기장대풀,Species,Ready(Synonym),,,,,,,
1004136,Modiola caroliniana,국화잎아욱,Species,Ready(Synonym),,,,,,,
1004137,Molinia fauriei,광릉용수염,Species,Ready(Synonym),,,,,,,
1004138,Monochasma sheareri,치자풀,Species,Ready(Synonym),,,,,,,
1004139,Morus cathayana,돌뽕나무,Species,Ready(Synonym),,,,,,,
1004140,Morus papyrifera,꾸지나무,Species,Ready(Synonym),,,,,,,
1004141,Myosotis alpestris,물망초,Species,Ready(Synonym),,,,,,,
1004142,Myosotis deflexa,뚝지치,Species,Ready(Synonym),,,,,,,
1004143,Myosotis peduncularis,꽃마리,Species,Ready(Synonym),,,,,,,
1004144,Myosotis radicans,거센털꽃마리,Species,Ready(Synonym),,,,,,,
1004145,Nabalus ochroleuca,왕씀배,Species,Ready(Synonym),,,,,,,
1004146,Najas oguraensis,큰톱니나자스말,Species,Ready(Synonym),,,,,,,
1004147,Najas orientalis,동아나자스말,Species,Ready(Synonym),,,,,,,
1004148,Neottia sinensis,타래난초,Species,Ready(Synonym),,,,,,,
1004149,Nepenthes rafflesiana,벌레잡이풀,Species,Ready(Synonym),,,,,,,
1004150,Nepeta incana,층꽃나무,Species,Ready(Synonym),,,,,,,
1004151,Nervilia nipponica,영아리난초,Species,Ready(Synonym),,,,,,,
1004152,Ocimum inflexum,산박하,Species,Ready(Synonym),,,,,,,
1004153,Oenothera erythrosepala,큰달맞이꽃,Species,Ready(Synonym),,,,,,,
1004154,Oldenlandia brachypoda,제주백운풀,Species,Ready(Synonym),,,,,,,
1004155,Oldenlandia hirsuta,탐라풀,Species,Ready(Synonym),,,,,,,
1004156,Omphalodes icumae,덩굴꽃마리,Species,Ready(Synonym),,,,,,,
1004157,Omphalodes sericea,참꽃마리,Species,Ready(Synonym),,,,,,,
1004158,Ophrys monophyllos,이삭단엽란,Species,Ready(Synonym),,,,,,,
1004159,Ophrys monorchis,나도씨눈란,Species,Ready(Synonym),,,,,,,
1004160,Ophrys nervosa,흑난초,Species,Ready(Synonym),,,,,,,
1004161,Oplismenus compositus,가지주름조개풀,Species,Ready(Synonym),,,,,,,
1004162,Orchis aristata,손바닥나비난초,Species,Ready(Synonym),,,,,,,
1004163,Orchis camtschatica,주름제비란,Species,Ready(Synonym),,,,,,,
1004164,Orchis conopsea,손바닥난초,Species,Ready(Synonym),,,,,,,
1004165,Orchis falcata,풍란,Species,Ready(Synonym),,,,,,,
1004166,Orchis fuscescens,넓은잎잠자리란,Species,Ready(Synonym),,,,,,,
1004167,Orchis radiata,해오라비난초,Species,Ready(Synonym),,,,,,,
1004168,Oreocnide fruticosa,바위모시,Species,Ready(Synonym),,,,,,,
1004169,Oreorchis unguiculata,두잎약난초,Species,Ready(Synonym),,,,,,,
1004170,Orobanche filicicola,백양더부살이,Species,Ready(Synonym),,,,,,,
1004171,Orobanche rossica,오리나무더부살이,Species,Ready(Synonym),,,,,,,
1004172,Orostachys chongsunensis,정선바위솔,Species,Ready(Synonym),,,,,,,
1004173,Orostachys kanboensis,갈미바위솔,Species,Ready(Synonym),,,,,,,
1004174,Osmunda lunaria,백두산고사리삼,Species,Ready(Synonym),,,,,,,
1004175,Osmunda struthiopteris,청나래고사리,Species,Ready(Synonym),,,,,,,
1004176,Osmunda ternata,고사리삼,Species,Ready(Synonym),,,,,,,
1004177,Osmunda virginiana,늦고사리삼,Species,Ready(Synonym),,,,,,,
1004178,Oxalis articulata,덩이괭이밥,Species,Ready(Synonym),,,,,,,
1004179,Oxalis corymbosa,자주괭이밥,Species,Ready(Synonym),,,,,,,
1004180,Paederota minima,진흙풀,Species,Ready(Synonym),,,,,,,
1004181,Panax sessiliflorus,오갈피나무,Species,Ready(Synonym),,,,,,,
1004182,Panicum chondrachne,조아재비,Species,Ready(Synonym),,,,,,,
1004183,Panicum dactylon,우산잔디,Species,Ready(Synonym),,,,,,,
1004184,Panicum syzigachne,개피,Species,Ready(Synonym),,,,,,,
1004185,Panicum undulatifolium,주름조개풀,Species,Ready(Synonym),,,,,,,
1004186,Panicum viride,강아지풀,Species,Ready(Synonym),,,,,,,
1004187,Papaver dubium,좀양귀비,Species,Ready(Synonym),,,,,,,
1004188,Parthenium hysterophorus,돼지풀아재비,Species,Ready(Synonym),,,,,,,
1004189,Paspalum dilatatum,큰참새피,Species,Ready(Synonym),,,,,,,
1004190,Paspalum villosum,나도개피,Species,Ready(Synonym),,,,,,,
1004191,Passerina ganpi,거문도닥나무,Species,Ready(Synonym),,,,,,,
1004192,Patrinia monandra,긴뚝갈,Species,Ready(Synonym),,,,,,,
1004193,Paullinia japonica,가회톱,Species,Ready(Synonym),,,,,,,
1004194,Pedicularis coreana,털만주송이풀,Species,Ready(Synonym),,,,,,,
1004195,Pennisetum latifolium,나도강아지풀,Species,Ready(Synonym),,,,,,,
1004196,Peplis indica,마디꽃,Species,Ready(Synonym),,,,,,,
1004197,Persicaria chinensis,덩굴모밀,Species,Ready(Synonym),,,,,,,
1004198,Persicaria dissitiflora,가시여뀌,Species,Ready(Synonym),,,,,,,
1004199,Persicaria koreensis,대동여뀌,Species,Ready(Synonym),,,,,"장백산 및 대동강 연안의 습지에서 자라는 1년초로서높이 20~40cm 이고 땅에 닿은 밑부분의 마디에서 뿌리가 내리며 털이 없다. 잎은 넓은 선형 또는 좁은 피침형이고 길이 3~8cm, 너비 5~ 10mm 로서 양끝이 좁으며표면이 밋밋하고 가장자리와 뒷면 맥 위에 털이 있으며뒷면에 선점이 없다. 잎집 같은 턱잎은 길이 5~12mm로서 짧은 누운 털과 짧은 연모가 있고 마른 식물체는녹색이다. 수상화서(?狀花序)는 길이 1.5?2cm로서 꽃이 밀착하며 화피는 적자색이고 길이 2mm 정도이다.수과는 세모진 넓은 난상 타원형이며 흑색이고 길이 2mm 정도로서 윤채가 있다.대동여뀌란 대동강 근처에서자라는 여뀌라는 뜻이다.",,
1004200,Persicaria muricata,넓은잎미꾸리낚시,Species,Ready(Synonym),,,,,,,
1004201,Persicaria orientalis,털여뀌,Species,Ready(Synonym),,,,,,,
1004202,Persicaria praetermissa,좁은잎미꾸리낚시,Species,Ready(Synonym),,,,,,,
1004203,Persicaria sagittata,미꾸리낚시,Species,Ready(Synonym),,,,,,,
1004204,Persicaria wallichii,히말라야여뀌,Species,Ready(Synonym),,,,,,,
1004205,Persicaria yokusaiana,장대여뀌,Species,Ready(Synonym),,,,,,,
1004206,Petasites saxatilis,개머위,Species,Ready(Synonym),,,,,,,
1004207,Peucedanum cartilaginomarginatum,처녀바디,Species,Ready(Synonym),,,,,,,
1004208,Peucedanum sieboldii,묏미나리,Species,Ready(Synonym),,,,,,,
1004209,Phalaris canariensis,카나리새풀,Species,Ready(Synonym),,,,,,,
1004210,Phalaris hispida,조개풀,Species,Ready(Synonym),,,,,,,
1004211,Phalaris minor,애기카나리새풀,Species,Ready(Synonym),,,,,,,
1004212,Phalaris oryzoides,좀겨풀,Species,Ready(Synonym),,,,,,,
1004213,Pharnaceum suffruticosum,광대싸리,Species,Ready(Synonym),,,,,,,
1004214,Phryma oblongifolia,파리풀,Species,Ready(Synonym),,,,,,,
1004215,Physalis wrightii,노란꽃땅꽈리,Species,Ready(Synonym),,,,,,,
1004216,Picris kaimaensis,개마쇠서나물,Species,Ready(Synonym),,,,,,,
1004217,Pimpinella hallaisanensis,한라참나물,Species,Ready(Synonym),,,,,,,
1004218,Pinellia koreana,반하,Species,Ready(Synonym),,,,,,,
1004219,Pinguicula macroceras,벌레잡이제비꽃,Species,Ready(Synonym),,,,,,,
1004220,Pinus abies,독일가문비,Species,Ready(Synonym),,,,,,,
1004221,Pinus deodara,개잎갈나무,Species,Ready(Synonym),,,,,,,
1004222,Pinus kaempferi,일본잎갈나무,Species,Ready(Synonym),,,,,,,
1004223,Pinus mukdensis,만주곰솔,Species,Ready(Synonym),,,,,,,
1004224,Planera davidii,시무나무,Species,Ready(Synonym),,,,,,,
1004225,Plantago aristata,긴포꽃질경이,Species,Ready(Synonym),,,,,,,
1004226,Plantago japonica,왕질경이,Species,Ready(Synonym),,,,,,,
1004227,Plantago virginica,미국질경이,Species,Ready(Synonym),,,,,,,
1004228,Platanthera maximowicziana,애기제비란,Species,Ready(Synonym),,,,,,,
1004229,Plectranthus excisus,오리방풀,Species,Ready(Synonym),,,,,,,
1004230,Plectranthus serra,자주방아풀,Species,Ready(Synonym),,,,,,,
1004231,Poa chinensis,드렁새,Species,Ready(Synonym),,,,,,,
1004232,Poa cilianensis,참새그령,Species,Ready(Synonym),,,,,,,
1004233,Poa ferruginea,그령,Species,Ready(Synonym),,,,,,,
1004234,Poa hirta,털새,Species,Ready(Synonym),,,,,,,
1004235,Poa japonica,각시그령,Species,Ready(Synonym),,,,,,,
1004236,Poa lithuanica,총전광이,Species,Ready(Synonym),,,,,,,
1004237,Poa pilosa,큰비노리,Species,Ready(Synonym),,,,,,,
1004238,Polygonatum acuminatifolium,종둥굴레,Species,Ready(Synonym),,,,,,,
1004239,Polygonatum grandicaule,선둥굴레,Species,Ready(Synonym),,,,,,,
1004240,Polygonatum infundiflorum,늦둥굴레,Species,Ready(Synonym),,,,,,,
1004241,Polygonum alpinum,싱아,Species,Ready(Synonym),,,,,,,
1004242,Polygonum arenastrum,갯마디풀,Species,Ready(Synonym),,,,,,,
1004243,Polygonum bellardii,큰옥매듭풀,Species,Ready(Synonym),,,,,,,
1004244,Polygonum convolvulus,나도닭의덩굴,Species,Ready(Synonym),,,,,,,
1004245,Polygonum divaricatum,왜개싱아,Species,Ready(Synonym),,,,,,,
1004246,Polygonum dumetorum,닭의덩굴,Species,Ready(Synonym),,,,,,,
1004247,Polygonum forbesii,감절대,Species,Ready(Synonym),,,,,,,
1004248,Polygonum limosum,산바위싱아,Species,Ready(Synonym),,,,,,,
1004249,Polygonum multiflorum,하수오,Species,Ready(Synonym),,,,,,,
1004250,Polygonum paludicolum,버들겨이삭여뀌,Species,Ready(Synonym),,,,,,,
1004251,Polygonum plebeium,애기마디풀,Species,Ready(Synonym),,,,,,,
1004252,Polygonum sachalinense,왕호장근,Species,Ready(Synonym),,,,,,,
1004253,Polygonum sieboldii,,Species,Ready(Synonym),,,,,,,
1004254,Polystichum diplazioides,애기지네고사리,Species,Ready(Synonym),,,,,,,
1004255,Polystichum hancockii,제주십자고사리,Species,Ready(Synonym),,,,,,,
1004256,Polystichum makinoi,윤개관중,Species,Ready(Synonym),,,,,,,
1004257,Polystichum mayebarae,큰개관중,Species,Ready(Synonym),,,,,,,
1004258,Polystichum pacificum,큰족제비고사리,Species,Ready(Synonym),,,,,,,
1004259,Polystichum rigens,가시개관중,Species,Ready(Synonym),,,,,,,
1004260,Polystichum tagawanum,긴개관중,Species,Ready(Synonym),,,,,,,
1004261,Pontederia dubia,자라풀,Species,Ready(Synonym),,,,,,,
1004262,Pontederia plantaginea,물달개비,Species,Ready(Synonym),,,,,,,
1004263,Populus italica,양버들,Species,Ready(Synonym),,,,,,,
1004264,Potamogeton alpinus,좁은잎말,Species,Ready(Synonym),,,,,,,
1004265,Potamogeton heterophyllus,앉은가래,Species,Ready(Synonym),,,,,,,
1004266,Potentilla amurensis,좀개소시랑개비,Species,Ready(Synonym),,,,,,,
1004267,Potentilla flagellaris,덩굴뱀딸기,Species,Ready(Synonym),,,,,,,
1004268,Potentilla multifida,만주딱지꽃,Species,Ready(Synonym),,,,,,,
1004269,Potentilla rugulosa,당양지꽃,Species,Ready(Synonym),,,,,,,
1004270,Potentilla viscosa,,Species,Ready(Synonym),,,,,,,
1004271,Prenanthes chinensis,노랑선씀바귀,Species,Ready(Synonym),,,,,,,
1004272,Prenanthes debilis,벋음씀바귀,Species,Ready(Synonym),,,,,,,
1004273,Prenanthes dentata,씀바귀,Species,Ready(Synonym),,,,,,,
1004274,Prenanthes denticulata,이고들빼기,Species,Ready(Synonym),,,,,,,
1004275,Prenanthes fauriei,좀께묵,Species,Ready(Synonym),,,,,,,
1004276,Prenanthes humilis,그늘보리뺑이,Species,Ready(Synonym),,,,,,,
1004277,Prenanthes japonica,뽀리뱅이,Species,Ready(Synonym),,,,,,,
1004278,Prenanthes laciniata,왕고들빼기,Species,Ready(Synonym),,,,,,,
1004279,Prenanthes lanceolata,갯고들빼기,Species,Ready(Synonym),,,,,,,
1004280,Prenanthes repens,갯씀바귀,Species,Ready(Synonym),,,,,,,
1004281,Prunus aspera,푸조나무,Species,Ready(Synonym),,,,,,,
1004282,Prunus elliptica,담팔수,Species,Ready(Synonym),,,,,,,
1004283,Prunus kolomikta,쥐다래,Species,Ready(Synonym),,,,,,,
1004284,Prunus mume alphandii,매실나무,Forma,Ready(Synonym),,,,,,,
1004285,Prunus nakaii,이스라지,Species,Ready(Synonym),,,,,,,
1004286,Prunus taquetii,좀갈매나무,Species,Ready(Synonym),,,,,,,
1004287,Puccinellia distans,처진미꾸리광이,Species,Ready(Synonym),,,,,,,
1004288,Pyrola subaphylla,홀잎노루발,Species,Ready(Synonym),,,,,,,
1004289,Pyrola uniflora,홀꽃노루발,Species,Ready(Synonym),,,,,,,
1004290,Pyrus brunnea,떡윤노리나무,Species,Ready(Synonym),,,,,,,
1004291,Pyrus communis,,Species,Ready(Synonym),,,,,,,
1004292,Pyrus fauriei,콩배나무,Species,Ready(Synonym),,,,,,,
1004293,Pyrus japonica,풀명자,Species,Ready(Synonym),,,,,,,
1004294,Pyrus sieboldii,아그배나무,Species,Ready(Synonym),,,,,,,
1004295,Quercus cuspidata,모밀잣밤나무,Species,Ready(Synonym),,,,,,,
1004296,Quercus mongolica liaotungensis,물참나무,Variety,Ready(Synonym),,,,,,,
1004297,Ranunculus arvensis,좀미나리아재비,Species,Ready(Synonym),,,,,,,
1004298,Ranunculus kadzusensis,매화마름,Species,Ready(Synonym),,,,,,,
1004299,Ranunculus muricatus,유럽미나리아재비,Species,Ready(Synonym),,,,,,,
1004300,Ranunculus sarmentosus,나도마름아재비,Species,Ready(Synonym),,,,,,,
1004301,Reynoutria japonica,호장근,Species,Ready(Synonym),,,,,"다년초로서 근경은 목질이며 길게 벋으면서 군총（群叢）을 형성하고 원줄기는 높이가 lm 또는 그 이상으로서 곧추 또는 비스듬히 자라며 속이 비어 있고 어릴 때는 적자색 반점이 산포하며 마디에 원줄기를 둘러싼 턱잎〔托葉〕이 있다. 잎은 호생하고 잎자루가 있으며 길이6~15cm로서 넓은 난형 또는 난상 타원형이고 짧은 예첨두（銳尖頭）이며 절저（截底）이다. 꽃은 2가화로서 6~8월에 피고 총상화서는 잎겨드랑이와 가지 끝에 달리며전체가 원추형으로 된다. 화피 열편은 5개이고 길이 2.5~3_로서 바깥쪽 3개는 뒷면에 날개가 있으며 암꽃의 화피 열편은 자라서 길이 6~10mm로 되고 꽃잎이없다. 수술은 8개, 암술머리는 3개이며 수과는 세모진난상 타원형이고 길이 2-2.5mm 로서 흑갈색의 윤채가 있다. 뿌리를 완화 ? 이뇨및 통경제로 사용하며 민간에서는 진정제로 사용한다.",,
1004302,Rhamnella berchemiifolia,망개나무,Species,Ready(Synonym),,,,,,,
1004303,Rhamnus diamantiaca,신갈매나무,Species,Ready(Synonym),,,,,,,
1004304,Rhamnus thea,상동나무,Species,Ready(Synonym),,,,,,,
1004305,Rhododendron poukhanense,산철쭉,Species,Ready(Synonym),,,,,,,
1004306,Rhododendron saisiuense,좀참꽃,Species,Ready(Synonym),,,,,,,
1004307,Ribes komarovii,꼬리까치밥나무,Species,Ready(Synonym),,,,,,,
1004308,Ribes nigrum,,Species,Ready(Synonym),,,,,,,
1004309,Ribes pauciflorum,바위까치밥나무,Species,Ready(Synonym),,,,,,,
1004310,Rorippa apetala,섬강개갓냉이,Species,Ready(Synonym),,,,,,,
1004311,Rorippa sylvestris,가새잎개갓냉이,Species,Ready(Synonym),,,,,,,
1004312,Rosa maximowicziana jackii,용가시나무,Variety,Ready(Synonym),,,,,,,
1004313,Rosa pimpinellifolia,노란해당화,Species,Ready(Synonym),,,,,,,
1004314,Rosa suavis,,Species,Ready(Synonym),,,,,강원도 이북에서 자라는 낙엽관목으로서높이 1 ? 1.5m 이고 가지가 많으며 곧추서고잔가지에 가시가 없는 것이 있으나 줄기밑부분에는 가시가 많다. 잎은 호생하며 3~7개의 소엽으로 구성된 홀수 우상복엽이고 소엽은 넓은 타원형 또는 난형이며 예두 또는 둔두이고 길이 1.5?6cm로서 표면에 털이 없으며 뒷면은 녹색이고 간혹 털이 있으며 선점이 없고 잔톱니가 있다. 엽축（葉軸）에 가시털이 있으며 턱잎은 화살모양이고 가장자리에 선모（腺毛）가 있다. 꽃은 5~6월에 피며 지름 5cm로서 향기가 있고새가지 끝에 1?2개가 달리며 소화경은 가시가 있고 꽃잎은 넓은 도란형으로서 끝이 오목하며 장미색 또는 백색이고 꽃받침과 길이가 비슷하다. 열매는 난상 타원형으로서 꽃받침 밑에서 갑자기 좁아지며 길이 1.5~2cm이다.,,
1004315,Rosa taisensis,대청가시나무,Species,Ready(Synonym),,,,,,,
1004316,Rotala elatinomorpha,마디꽃,Species,Ready(Synonym),,,,,,,
1004317,Rottboellia compressa,,Species,Ready(Synonym),,,,,,,
1004318,Rottboellia latifolia,모새달,Species,Ready(Synonym),,,,,,,
1004319,Rubus chamaemorus,진들딸기,Species,Ready(Synonym),,,,,,,
1004320,Rubus fruticosus,서양오엽딸기,Species,Ready(Synonym),,,,,,,
1004321,Rubus nishimuranus,제주산딸기,Species,Ready(Synonym),,,,,,,
1004322,Rudbeckia amplexicaulis,천인국아재비,Species,Ready(Synonym),,,,,,,
1004323,Rudbeckia purpurea,자주천인국,Species,Ready(Synonym),,,,,,,
1004324,Ruellia salicifolia,물잎풀,Species,Ready(Synonym),,,,,,,
1004325,Rumex digynus,나도수영,Species,Ready(Synonym),,,,,,,
1004326,Rumex montanus,멧수영,Species,Ready(Synonym),,,,,,,
1004327,Ruppia cirrhosa,나사줄말,Species,Ready(Synonym),,,,,,,
1004328,Saccharum arenicola,개사탕수수,Species,Ready(Synonym),,,,,,,
1004329,Saccharum arundinaceum,큰개사탕수수,Species,Ready(Synonym),,,,,,,
1004330,Saccharum koenigii,띠,Species,Ready(Synonym),,,,,,,
1004331,Saccolabium japonicum,탐라란,Species,Ready(Synonym),,,,,,,
1004332,Sagittaria natans,대택소귀나물,Species,Ready(Synonym),,,,,,,
1004333,Sambucus japonica,말오줌때,Species,Ready(Synonym),,,,,,,
1004334,Sanguisorba minor,술오이풀,Species,Ready(Synonym),,,,,,,
1004335,Sanguisorba rectispica,긴오이풀,Species,Ready(Synonym),,,,,,,
1004336,Saponaria hispanica,말뱅이나물,Species,Ready(Synonym),,,,,,,
1004337,Saponaria officinalis,비누풀,Species,Ready(Synonym),,,,,,,
1004338,Sarcochilus japonicus,비자란,Species,Ready(Synonym),,,,,,,
1004339,Satyrium repens,애기사철란,Species,Ready(Synonym),,,,,,,
1004340,Saussurea chabyoungsanica,자병취,Species,Ready(Synonym),,,,,,,
1004341,Saussurea grandicapitula,태백취,Species,Ready(Synonym),,,,,,,
1004342,Saussurea insularis,백운취,Species,Ready(Synonym),,,,,,,
1004343,Saussurea nomurae,너울취,Species,Ready(Synonym),,,,,,,
1004344,Saussurea setidens,고려엉겅퀴,Species,Ready(Synonym),,,,,,,
1004345,Saxifraga manshuriensis,흰바위취,Species,Ready(Synonym),,,,,평안도 및 함경도의 깊은 산 습지에서 자라는 다년초로서 높이가 40cm 에 달하고 꼬불꼬불한 털이있으며 지하경이 없다. 뿌리에서 돋은 잎은 잎자루가 길고 둥근 심장형이며 가장자리에 있는 큰 치아상의 톱니가 지리산바위떡풀과 비슷하고 잎자루에털이 다소 있다. 꽃은 6~7월에 피며 백색이고 원추화서에 달리며 포는 선형이고 소화경에 선모와 더불어 꼬불꼬불한 털이 있다. 꽃받침잎은 5개로서 난형이며 꽃이 핀 다음 젖혀지고 꽃잎은 도란상 장타원형이며 끝이 둔하고꽃받침보다 길다. 수술은 10개로 꽃받침과 길이가 비슷하거나 짧으며 암술대는 2개이고삭과는 난형이며 2개로갈라지고 끝에 암술대가 달려 있어 부리같이뾰족하다. 얼핏보기에지리산바위떡풀과 같으나 꽃차례가 다르다.,,
1004346,Saxifraga tabularis,개병풍,Species,Ready(Synonym),,,,,,,
1004347,Sceptridium ternatum,고사리삼,Species,Ready(Synonym),,,,,,,
1004348,Schizonepeta multifida,개형개,Species,Ready(Synonym),,,,,,,
1004349,Schoenus aculeatus,갯율무,Species,Ready(Synonym),,,,,,,
1004350,Schoenus albus,흰고양이수염,Species,Ready(Synonym),,,,,,,
1004351,Schoenus ruber,붉은골풀아재비,Species,Ready(Synonym),,,,,,,
1004352,Sciaphila nana,영주풀,Species,Ready(Synonym),,,,,,,
1004353,Scirpus acicularis,원산쇠털골,Species,Ready(Synonym),,,,,,,
1004354,Scirpus aestivalis,좀민하늘지기,Species,Ready(Synonym),,,,,,,
1004355,Scirpus barbatus,모기골,Species,Ready(Synonym),,,,,,,
1004356,Scirpus ciliaris,검정방동사니,Species,Ready(Synonym),,,,,,,
1004357,Scirpus cymosus,바다지기,Species,Ready(Synonym),,,,,,,
1004358,Scirpus cyperoides,방동사니아재비,Species,Ready(Synonym),,,,,,,
1004359,Scirpus densus,꽃하늘지기,Species,Ready(Synonym),,,,,,,
1004360,Scirpus dichotomus,하늘지기,Species,Ready(Synonym),,,,,,,
